Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
420842896,1,QUEENS,"$5,000.00",$130.00,0,0,0,0,2,2,22,22
320744325,1,BROOKLYN,"$42,000.00",$794.70,4480,4840,360,0,4,4,45,45
420843467,1,QUEENS,"$15,000.00",$181.50,0,0,0,0,2,2,25,25
320762607,1,BROOKLYN,"$101,400.00",$862.51,1329,1816,608,0,2,2,28,28
320762590,1,BROOKLYN,$0.00,"$3,173.14",0,8810,0,0,0,4,0,45
520140570,1,STATEN ISLAND,$0.00,$420.00,0,0,0,100,1,0,15,0
320573991,3,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
402890671,1,QUEENS,"$123,000.00","$1,480.40",0,0,0,0,2,2,30,30
121532564,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,16,16,122,122
520140366,1,STATEN ISLAND,$0.00,$657.04,0,3205,0,0,0,3,0,28
420843500,1,QUEENS,"$139,335.00",$865.25,103,2266,0,0,2,2,27,27
520140589,1,STATEN ISLAND,"$3,000.00",$225.00,0,0,0,0,3,3,35,35
240025272,1,BRONX,"$61,600.00",$852.10,0,0,0,0,3,3,35,35
140077306,1,MANHATTAN,$0.00,$180.00,0,0,0,0,13,13,163,163
302568219,1,BROOKLYN,"$138,000.00","$1,634.90",0,0,0,0,3,3,41,41
340058724,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,2,2,23,23
140077299,1,MANHATTAN,$0.00,$160.00,0,0,0,0,35,35,350,350
140077315,1,MANHATTAN,$0.00,$230.00,0,0,0,0,17,17,170,170
320377604,4,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
340058742,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,2,2,29,29
121534394,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
420799274,1,QUEENS,"$18,000.00",$398.90,0,0,0,0,2,2,23,23
121612111,1,MANHATTAN,"$3,439,678.00","$35,645.50",0,0,0,0,54,54,723,723
121611292,1,MANHATTAN,$0.00,$200.00,0,0,0,0,6,6,100,100
220288329,1,BRONX,"$40,125.00",$315.40,0,0,0,0,2,2,24,24
121612317,1,MANHATTAN,"$60,000.00",$961.50,0,0,0,0,6,6,60,60
420842379,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,3,3,32,32
121510926,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,25,25,288,288
121611309,1,MANHATTAN,$0.00,$500.00,0,0,0,0,14,14,140,140
121612353,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,12,12,149,149
320753680,1,BROOKLYN,$0.00,$420.00,0,0,0,18,2,0,25,0
320753699,1,BROOKLYN,$0.00,$420.00,0,0,0,18,2,0,25,0
240025236,1,BRONX,"$61,600.00",$852.10,0,0,0,0,3,3,35,35
420843029,1,QUEENS,$0.00,$200.00,0,0,0,0,0,0,0,0
420842468,1,QUEENS,"$96,000.00","$1,202.30",0,0,0,0,3,3,30,30
320762144,1,BROOKLYN,"$129,000.00",$768.60,0,0,0,0,3,3,35,35
121612246,1,MANHATTAN,"$14,000.00",$357.70,0,0,0,0,12,12,160,160
121606609,1,MANHATTAN,"$5,000.00",$235.00,0,0,0,0,6,6,66,66
121612576,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,2,2,30,30
320762153,1,BROOKLYN,"$75,000.00",$490.50,0,0,0,0,2,2,25,25
420843172,1,QUEENS,"$1,000.00",$130.00,0,0,0,0,2,2,20,20
121612326,1,MANHATTAN,"$21,500.00",$570.10,0,0,0,0,6,6,60,60
420607490,1,QUEENS,"$400,000.00","$4,388.50",5200,6600,0,0,1,1,21,21
121612380,1,MANHATTAN,$0.00,$160.00,0,0,0,0,18,18,235,235
220287678,3,BRONX,"$75,000.00",$986.00,0,0,0,0,0,0,0,0
121612656,1,MANHATTAN,"$45,000.00",$677.00,0,0,0,0,16,16,170,170
121324129,4,MANHATTAN,$0.00,$160.00,0,0,0,0,0,0,0,0
302568273,1,BROOKLYN,$0.00,$590.00,0,0,0,0,5,5,85,85
220288659,1,BRONX,"$22,370.00",$382.70,0,0,0,0,2,2,33,33
220287213,1,BRONX,$100.00,$225.00,0,0,0,0,2,2,22,22
121476036,1,MANHATTAN,"$12,600.00",$347.40,0,0,0,0,9,9,92,92
220287623,1,BRONX,"$50,000.00",$728.50,0,0,0,0,2,2,22,22
220288579,1,BRONX,"$50,000.00",$728.50,0,0,0,0,7,7,62,62
320756026,1,BROOKLYN,$0.00,$420.00,0,0,0,40,1,0,12,0
121604718,1,MANHATTAN,"$36,500.00",$649.60,59954,59954,0,0,10,10,116,116
220257745,1,BRONX,$0.00,$420.00,0,0,0,50,1,0,15,0
320762420,1,BROOKLYN,"$5,000.00",$130.12,1324,1500,1,0,1,1,8,10
121613218,1,MANHATTAN,"$2,000.00",$195.00,0,0,0,0,4,4,53,53
120845425,1,MANHATTAN,"$9,600.00",$316.50,0,0,0,0,23,23,287,287
320756767,1,BROOKLYN,$0.00,$420.00,0,0,0,32,2,0,26,0
220288686,1,BRONX,"$34,500.00",$574.00,0,0,0,0,3,3,35,35
121584892,1,MANHATTAN,$0.00,$180.00,0,0,0,0,4,4,40,40
121612200,1,MANHATTAN,"$41,100.00",$646.10,0,0,0,0,13,13,145,145
121612228,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,5,5,55,55
201029680,1,BRONX,$0.00,$160.00,0,0,0,0,3,3,46,46
302567942,2,BROOKLYN,"$110,000.00","$1,346.50",0,0,0,0,0,0,0,0
121606896,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,36,36,442,442
121612834,1,MANHATTAN,"$25,000.00",$441.00,0,0,0,0,12,12,152,152
121539861,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,5,5,60,60
320762331,1,BROOKLYN,"$125,000.00","$1,501.00",0,0,0,0,2,2,46,46
121540403,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,31,31,350,350
121610925,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
320762108,1,BROOKLYN,$0.00,$200.00,0,0,0,0,0,0,0,0
420842477,1,QUEENS,"$1,000,000.00","$10,513.50",0,0,0,0,9,9,141,141
420843207,1,QUEENS,"$2,000.00",$280.00,5024,5024,0,0,1,1,21,21
121606770,1,MANHATTAN,"$1,000.00",$195.00,0,0,0,0,45,45,592,592
103643844,2,MANHATTAN,"$138,000.00","$1,634.90",0,0,0,0,0,0,0,0
420843118,3,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
320756525,1,BROOKLYN,"$20,400.00",$429.80,0,0,0,0,4,4,49,49
320762554,1,BROOKLYN,$0.00,$200.00,0,0,0,0,0,0,0,0
121612111,2,MANHATTAN,"$862,127.00","$9,102.40",0,0,0,0,0,0,0,0
121612095,1,MANHATTAN,"$130,413.00","$1,562.80",0,0,0,0,54,54,723,723
320746449,1,BROOKLYN,$0.00,$420.00,0,0,0,30,1,0,12,0
121612344,1,MANHATTAN,"$95,000.00","$1,192.00",0,0,0,0,15,15,150,150
220230033,1,BRONX,$0.00,$280.00,0,0,0,0,3,3,30,30
220287678,1,BRONX,"$3,007,886.00","$31,355.90",0,0,0,0,4,4,45,45
320753671,1,BROOKLYN,$0.00,$420.00,0,0,0,18,2,0,25,0
420843092,1,QUEENS,"$3,262.00",$215.00,0,0,0,0,2,2,24,24
220287678,2,BRONX,"$3,204,312.00","$33,225.00",0,0,0,0,0,0,0,0
320690631,1,BROOKLYN,$0.00,"$5,610.00",0,20000,0,0,0,2,0,25
121606798,2,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,0,0,0,0
120845087,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,41,41,513,513
121605771,2,MANHATTAN,"$64,250.00",$883.00,0,0,0,0,0,0,0,0
121583795,1,MANHATTAN,"$59,500.00",$831.50,0,0,0,0,15,15,165,165
420843145,1,QUEENS,$0.00,$160.00,0,0,0,0,1,1,14,14
121612692,1,MANHATTAN,"$60,000.00",$831.50,0,0,0,0,13,13,108,108
220288551,1,BRONX,$300.00,$170.00,3000,3000,0,0,2,2,20,20
420843118,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
320756534,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,4,4,45,45
121612816,1,MANHATTAN,"$355,000.00","$3,925.00",22410,22410,0,0,6,6,88,88
121613263,1,MANHATTAN,"$20,000.00",$389.50,0,0,0,0,5,5,62,62
520140455,1,STATEN ISLAND,$0.00,$577.72,0,3481,0,0,0,3,0,28
